,Make
1622,CESSNA
1623,BEECH
1624,LUSCOMBE
1625,PIPER
1626,PIPER
1627,CESSNA
1628,PIPER
1629,PIPER
1630,CESSNA
1631,TAYLORCRAFT
1632,TAYLORCRAFT
1633,RAVEN
1634,SCHWEIZER
1635,CESSNA
1636,BELLANCA
1637,VARIEZE
1638,MOONEY
1639,CAMERON BALLON
1640,I.C.A. BRASOV
1641,BALLOON WORKS
1642,CESSNA
1643,CESSNA
1644,BOEING
1645,CALLAIR
1646,LUSCOMBE
1647,PETER CLARK
1648,PIPER
1649,PIPER
1650,BELL
1651,AERO COMMANDER
1652,CESSNA
1653,BRANTLY
1654,RYAN
1655,BEECH
1656,CESSNA
1657,PIPER
1658,CESSNA
1659,AEROSPATIALE
1660,CESSNA
1661,GREAT LAKES
1662,CESSNA
1663,CESSNA
1664,CESSNA
1665,PIPER
1666,ROCKWELL
1667,WEATHERLY
1668,DAVIS
1669,PIPER
1670,PIPER
1671,GRUMMAN
1672,PIPER
1673,CESSNA
1674,CESSNA
1675,CESSNA
1676,PIPER
1677,GRUMMAN
1678,PIPER
1679,STINSON
1680,PIPER
1681,AEROSPATIALE
1682,BELLANCE
1683,PIPER
1684,PIPER
1685,BELLANCA
1686,AERONCA
1687,AERONCA
1688,CESSNA
1689,S.N.I.A.S.
1690,CALLAIR
1691,BEECH
1692,CESSNA
1693,PIPER
1694,SCHWEIZER
1695,CESSNA
1696,PIPER
1697,ROCKWELL INTERNATIONAL
1698,BELL
1699,BEECH
1700,CESSNA
1701,GRUMMAN
1702,CESSNA
1703,BELLANCA
1704,PIPER
1705,SNOW
1706,CESSNA
1707,GRUMMAN
1708,AERONCA
1709,CESSNA
1710,CESSNA
1711,CESSNA
1712,CESSNA
1713,GRUMMAN
1714,PIPER
1715,CESSNA
1716,CESSNA
1717,PIPER
1718,CESSNA
1719,PIPER
1720,BEECH
1721,BENSON
1722,PIPER
1723,CESSNA
1724,BELLANCA
1725,DOWNER AIRCRAFT INDUSTRIES
1726,AEROSPATIALE
1727,CALLAIR
1728,CESSNA
1729,CESSNA
1730,CESSNA
1731,BOEING
1732,PTERODACTYL
1733,MOONEY
1734,BENSEN
1735,CESSNA
1736,PIPER
1737,CESSNA
1738,CESSNA
1739,RYAN AERONAUTICS
1740,CESSNA
1741,BOEING
1742,CESSNA
1743,MOONEY
1744,BEECH
1745,HUGHES
1746,AERO COMMANDER
1747,HUGHES
1748,PIPER
1749,PIPER
1750,BELL
1751,GRUMMAN AMERICAN
1752,CESSNA
1753,CESSNA
1754,CESSNA
1755,CESSNA
1756,PIPER
1757,AYRES
1758,CESSNA
1759,PIPER
1760,CESSNA
1761,AERONCA
1762,CESSNA
1763,BEECH
1764,CESSNA
1765,GRUMMAN
1766,AIR TRACTOR
1767,nan
1768,CESSNA
1769,PIPER
1770,GRUMMAN
1771,PIPER
1772,CESSNA
1773,GRUMMAN
1774,LUSCOMBE
1775,PIPER
1776,CLANCY
1777,GRUMMAN
1778,CESSNA
1779,HILLER
1780,PIPER
1781,QUICKIE
1782,BEECH
1783,GRUMMAN
1784,MAULE
1785,MAULE
1786,GRUMMAN
1787,HUGHES
1788,PIPER
1789,SCHWEIZER
1790,CESSNA
1791,ERCOUPE
1792,BELL
1793,HUGHES
1794,AEROSPATIALE
1795,BELL-CONT 42G
1796,BRITTEN-NORMAN
1797,PITTS
1798,BELL
1799,SCHWEIZER
1800,ERCOUPE
1801,CESSNA
1802,BEECH
1803,CESSNA
1804,CESSNA
1805,BLANIK
1806,MOONEY
1807,CESSNA
1808,PIPER
1809,CESSNA
1810,WACO
1811,CESSNA
1812,MOONEY
1813,PIPER
1814,BELL
1815,CESSNA
1816,CESSNA
1817,BARNES
1818,CESSNA
1819,GOANS
1820,CESSNA
1821,PIPER
1822,CESSNA
1823,PIPER
1824,CESSNA
1825,CESSNA
1826,AERO COMMANDER
1827,GLASSFLUGEL
1828,PIETENPOL
1829,PIPER
1830,AEROSPATIALE
1831,GRUMMAN
1832,GREAT LAKES
1833,DOUGLAS
1834,BOEING
1835,GRUMMAN AMERICAN
1836,CESSNA
1837,PIPER
1838,BEECH
1839,CESSNA
1840,CESSNA
1841,GRUMMAN AMERICAN
1842,BEECH
1843,GULFSTREAM
1844,STINSON
1845,PIPER
1846,PIPER
1847,PIPER
1848,BEECH
1849,BALLOON WORKS
1850,MILLER
1851,CESSNA
1852,CESSNA
1853,CESSNA
1854,CESSNA
1855,CESSNA
1856,AEROSPATIALE
1857,AERONCA CHAMPION
1858,BEECH
1859,BOEING
1860,ENSTROM
1861,PIPER
1862,CESSNA
1863,CESSNA
1864,PIPER
1865,ROCKWELL
1866,CESSNA
1867,CESSNA
1868,CESSNA
1869,COOT
1870,GRUMMAN
1871,BOEING
1872,BREEZY
1873,CESSNA
1874,ENSTROM
1875,CESSNA
1876,PIPER
1877,BOEING
1878,PIPER
1879,CESSNA
1880,PIPER
1881,CESSNA
1882,BEECH
1883,PIPER
1884,CESSNA
1885,CESSNA
1886,GRUMMAN AMERICAN
1887,PIPER
1888,JUNIOR ACE
1889,CESSNA
1890,PIPER
1891,CESSNA
1892,CESSNA
1893,CESSNA
1894,BEECH
1895,PIPER
1896,PIPER
1897,CESSNA
1898,CESSNA
1899,GRUMMAN
1900,CESSNA
1901,BELLANCA
1902,GLOBE
1903,CESSNA
1904,PIPER
1905,BELL
1906,LARK (I.C.A.)
1907,GULFSTREAM AMERICAN
1908,CESSNA
1909,PIPER
1910,BLANIK
1911,FAIRCHILD
1912,PIPER
1913,CESSNA
1914,PIPER
1915,GRUMMAN
1916,GRUMMAN
1917,GRUMMAN
1918,CHAMPION
1919,PIPER
1920,PIPER
1921,CESSNA
1922,PIPER
1923,PIPER
1924,PIPER
1925,PIPER
1926,REPUBLIC
1927,HUGHES
1928,PIPER
1929,CESSNA
1930,ROCKWELL INT'T
1931,GRUMMAN
1932,MITSUBISHI
1933,CESSNA
1934,CESSNA
1935,BEECH
1936,PIPER
1937,CESSNA
1938,BEECH
1939,PIPER
1940,HILLER
1941,GRUMMAN
1942,CESSNA
1943,CESSNA
1944,CESSNA
1945,BELLANCA
1946,CESSNA
1947,AERO COMMANDER
1948,CESSNA
1949,CESSNA
1950,AIR TRACTOR
1951,PIPER
1952,ERCOUPE
1953,AEROSPATIALE
1954,BELL
1955,BELLANCA
1956,GRUMMAN
1957,CESSNA
1958,PIPER
1959,CESSNA
1960,GRUMMAN
1961,BEECH
1962,BEECH
1963,CESSNA
1964,PIPER
1965,BELL
1966,GRUMMAN
1967,AIR TRACTOR
1968,CESSNA
1969,MCDONNELL DOUGLAS
1970,CESSNA
1971,nan
1972,LAKE
1973,DOWNER AIRCRAFT INDUSTRIES
1974,CESSNA
1975,CESSNA
1976,PIPER
1977,CESSNA
1978,LUSCOMBE
1979,CESSNA
1980,CESSNA
1981,PIPER
1982,SIKORSKY
1983,CESSNA
1984,BEECH
1985,CESSNA
1986,CESSNA
1987,MONG
1988,CESSNA
1989,PIPER
1990,PIPER
1991,CESSNA
1992,CESSNA
1993,GRUMMAN
1994,AMERICAN
1995,CESSNA
1996,HUGHES
1997,PIPER
1998,BELL
1999,CESSNA
2000,AERONCA
2001,VOLMER AIRCRAFT
2002,BEECH
2003,BEECH
2004,PIPER
2005,PIPER
2006,CESSNA
2007,BEECH
2008,AIR TRACTOR
2009,BEECH
2010,BEECH
2011,BEECH
2012,PIPER
2013,CESSNA
2014,CESSNA
2015,CESSNA
2016,GULFSTREAM
2017,CESSNA
2018,CESSNA
2019,AEROSPATIALE
2020,HUGHES
2021,BEECH
2022,CESSNA
2023,OSPREY
2024,PIPER
2025,HUGHES
2026,FIREFLY
2027,CESSNA
2028,GRUMMAN
2029,CESSNA
2030,GRUMMAN
2031,EVANS AIRCRAFT
2032,BEECH
2033,TEXAS HELICOPTER CORP.
2034,PIPER
2035,THORP
2036,PIPER
2037,CESSNA
2038,CESSNA
2039,PIPER
2040,CESSNA
2041,"ROTORWAY AIRCRAFT, INC."
2042,PIPER
2043,CESSNA
2044,GRUMMAN
2045,LUSCOMBE
2046,PIPER
2047,CESSNA
2048,BEECH
2049,PITTS
2050,CESSNA
2051,EAGLE
2052,CESSNA
2053,CESSNA
2054,OMAC
2055,PIPER
2056,PIPER
2057,BUCKER JUNGMANN
2058,CESSNA
2059,CESSNA
2060,AMERICAN
2061,PIPER
2062,CESSNA
2063,CESSNA
2064,CESSNA
2065,PIPER
2066,CESSNA
2067,PIPER
2068,STEEN
2069,PIPER
2070,CESSNA
2071,ALON
2072,ROBINSON
2073,CESSNA
2074,CESSNA
2075,BELL
2076,CESSNA
2077,PIPER
2078,CESSNA
2079,BEECH
2080,AERONCA
2081,GRUMMAN
2082,CESSNA
2083,AUSTIN
2084,CESSNA
2085,CESSNA
2086,CESSNA
2087,PIPER
2088,MORRISEY
2089,SCHLEICHER
2090,EIPPER MX II QUICKSILVER
2091,BEECH
2092,SCHWEIZER
2093,CESSNA
2094,CESSNA
2095,CESSNA
2096,STINSON
2097,RAVEN
2098,CESSNA
2099,CESSNA
2100,PIPER
2101,NORTH AMERICAN
2102,PIPER
2103,CESSNA
2104,HALLQUIST
2105,BEECH
2106,CESSNA
2107,PIPER
2108,PIPER
2109,CESSNA
2110,CESSNA
2111,CESSNA
2112,CESSNA
2113,BEECHCRAFT
2114,ERCOUPE
2115,AERONCA CHAMP
2116,CESSNA
2117,PIPER
2118,PIPER
2119,LAKE
2120,CESSNA
2121,VARGA
2122,CESSNA
2123,PIPER
2124,PIPER
2125,CESSNA
2126,PIPER
2127,CESSNA
2128,CESSNA
2129,CESSNA
2130,CESSNA
2131,Q-BERRY
2132,BOEING
2133,ROBERTSON
2134,VARIEZE
2135,HUGHES
2136,CESSNA
2137,BEECH
2138,BEECH
2139,OAR
2140,CESSNA
2141,SIAI MARCHETTI
2142,BELL
2143,PIPER
2144,CESSNA
2145,CESSNA
2146,BELL
2147,PIPER
2148,CESSNA
2149,LAKE
2150,CESSNA
2151,CESSNA
2152,CESSNA
2153,CESSNA
2154,CESSNA
2155,HUGHES
2156,GRUMMAN
2157,BEECH
2158,CESSNA
2159,PIPER
2160,CESSNA
2161,CESSNA
2162,HUGHES
2163,ENSTROM
2164,ENSTROM
2165,GRUMMAN
2166,BEECH
2167,MOONEY
2168,AEROSPATIALE
2169,BENSON
2170,THORP
2171,CESSNA
2172,PIPER
2173,CESSNA
2174,CESSNA
2175,CESSNA
2176,DOUGLAS
2177,SIKORSKY
2178,BELLANCA
2179,CESSNA
2180,PIPER
2181,CESSNA
2182,MAULE
2183,CESSNA
2184,SCHWEIZER
2185,CESSNA
2186,CESSNA
2187,BELL
2188,PIPER
2189,ENSTROM
2190,BEECH
2191,CESSNA
2192,BEECH
2193,BEECH
2194,TAYLORCRAFT
2195,VARGA
2196,MOONEY
2197,BOEING
2198,GREAT LAKES
2199,PIPER
2200,AERO COMMANDER
2201,CESSNA
2202,CESSNA
2203,PIPER
2204,MOONEY
2205,CESSNA
2206,STINSON
2207,CESSNA
2208,PIPER
2209,CESSNA
2210,BEECH
2211,PIPER
2212,PIPER
2213,PIPER
2214,CESSNA
2215,LAKE
2216,CESSNA
2217,BELL
2218,CESSNA
2219,HUGHES
2220,CESSNA
2221,CESSNA
2222,HILLER
2223,CORBEN
2224,STARDUSTER
2225,CESSNA
2226,PIPER
2227,CESSNA
2228,CESSNA
2229,CESSNA
2230,SONERAI
2231,CESSNA
2232,THORP
2233,CESSNA
2234,MAULE
2235,CESSNA
2236,PIPER
2237,BEECH
2238,BELL HELICOPTER TEXTRON
2239,PIPER
2240,HUGHES
2241,PIPER
2242,PIPER
2243,CESSNA
2244,CESSNA
2245,PIPER
2246,BELLANCA
2247,BEECH
2248,AERONCA
2249,CESSNA
2250,PIPER
2251,BENSON
2252,MITSUBISHI
2253,CESSNA
2254,BOEING
2255,CESSNA
2256,CESSNA
2257,BEECH
2258,PIPER
2259,BOEING STEARMAN
2260,BREEZY
2261,CESSNA
2262,SCHLEICHER
2263,BEECH
2264,GRUMMAN
2265,PIPER
2266,PIPER
2267,AERONCA
2268,PIPER
2269,BEECH
2270,BEECH
2271,PIPER
2272,CESSNA
2273,CESSNA
2274,GRUMMAN
2275,PIPER
2276,CESSNA
2277,BELLANCA
2278,GRUMMAN
2279,HUGHES
2280,PIPER
2281,CESSNA
2282,PIPER
2283,PIPER
2284,CESSNA
2285,CESSNA
2286,PIPER
2287,CESSNA
2288,BELL
2289,EIRIAVION OY
2290,BELL
2291,PIPER
2292,CESSNA
2293,PIPER
2294,PIPER
2295,CESSNA
2296,PIPER
2297,MOONEY
2298,EAGLE
2299,CESSNA
2300,CESSNA
2301,HUGHES
2302,CESSNA
2303,CESSNA
2304,AEROSPATIALE
2305,PIPER
2306,CESSNA
2307,PIPER
2308,CESSNA
2309,CESSNA
2310,CESSNA
2311,QUICKIE
2312,GRUMMAN
2313,ENSTROM
2314,CONDOR
2315,CESSNA
2316,CESSNA
2317,CESSNA
2318,AEROSPATIALE
2319,CESSNA
2320,HILLER
2321,QUICKIE
2322,DE HAVILLAND
2323,PIPER
2324,BEECH
2325,BELL
2326,PIPER
2327,BOEING
2328,PIPER
2329,ENSTROM
2330,GRUMMAN AMERICAN
2331,CESSNA
2332,CESSNA
2333,PIPER
2334,CHAMPION
2335,BOEING
2336,CESSNA
2337,CESSNA
2338,BEECH
2339,PIPER
2340,CESSNA
2341,AERO COMMANDER
2342,BEECH
2343,PIPER
2344,CESSNA
2345,HUGHES
2346,QUICKIE
2347,AIR TRACTOR
2348,CESSNA
2349,BEECH
2350,BEECH
2351,PIPER
2352,HILLER
2353,BEECH
2354,PIPER
2355,CESSNA
2356,PIPER
2357,CESSNA
2358,PIPER
2359,PIPER
2360,CESSNA
2361,CESSNA
2362,GRUMMAN
2363,CESSNA
2364,BEECH
2365,HUGHES
2366,LAKE
2367,LUSCOMBE
2368,CESSNA
2369,EAA
2370,PIPER
2371,CESSNA
2372,CESSNA
2373,CESSNA
2374,CESSNA
2375,TAYLORCRAFT
2376,CESSNA
2377,VON BERG
2378,PIPER
2379,PIPER
2380,BEECH
2381,BELLANCA
2382,MENEES
2383,CESSNA
2384,CESSNA
2385,BEECH
2386,CESSNA
2387,TAYLORCRAFT
2388,CESSNA
2389,CESSNA
2390,CESSNA
2391,PIPER
2392,PIPER
2393,CESSNA
2394,CESSNA
2395,PIPER
2396,PIPER
2397,ERCOUPE
2398,ENGINEERING & RESEARCH
2399,CESSNA
2400,CESSNA
2401,BELLANCA
2402,CESSNA
2403,DRAGON FLY
2404,PIPER
2405,CESSNA
2406,CESSNA
2407,CHAMPION
2408,CESSNA
2409,SNOW
2410,PIPER
2411,NORTH AMERICAN
2412,GULFSTREAM AMERICAN
2413,CESSNA
2414,CESSNA
2415,HELIO
2416,CESSNA
2417,PIPER
2418,BEECH
2419,PIPER
2420,CESSNA
2421,ENSTROM
2422,GRUMMAN
2423,BELLANCA
2424,TAYLORCRAFT
2425,AERONCA
2426,PIPER
2427,MITSUBISHI
2428,CESSNA
2429,CESSNA
2430,PIPER
2431,CESSNA
2432,CESSNA
2433,SMITH
2434,AUSTER
2435,CESSNA
2436,PIPER
2437,CESSNA
2438,CESSNA
2439,CESSNA
2440,PIPER
2441,AIR & SPACE
2442,PIPER
2443,BELL
2444,HILLER
2445,QUICKSILVER
2446,CESSNA
2447,GRUMMAN
2448,BEECH
2449,CESSNA
2450,MAULE
2451,SWEARINGEN
2452,EAGLE
2453,BELL
2454,CASSUTT
2455,CESSNA
2456,MCDONNELL DOUGLAS
2457,PIPER
2458,nan
2459,PIPER
2460,NORTH AMERICAN
2461,MUSTANG
2462,HUGHES
2463,BELL
2464,CESSNA
2465,BELL
2466,AERONCA
2467,PIPER
2468,CESSNA
2469,BEECH
2470,MOONEY
2471,PIPER
2472,PIPER
2473,CESSNA
2474,CESSNA
2475,BELL
2476,TAYLORCRAFT
2477,PIPER
2478,RAVEN
2479,AERONCA
2480,MAULE
2481,PIPER
2482,LAWSON SPECIAL
2483,CESSNA
2484,CESSNA
2485,CAMERON
2486,PIPER
2487,CESSNA
2488,CESSNA
2489,CESSNA
2490,CITABRIA
2491,BELL
2492,CESSNA
2493,MAULE
2494,ROCKWELL
2495,ERCOUPE
2496,PIPER
2497,PIPER
2498,MAULE
2499,AIR TRACTOR
2500,PIPER
2501,AEROSPATIALE
2502,CESSNA
2504,ERCO
2505,CESSNA
2506,PIPER
2507,nan
2508,HUGHES
2509,BELLANCA
2510,CHAMPION
2511,CESSNA
2512,BEECH
2513,CESSNA
2514,CONVAIR
2515,MOONEY
2516,PIPER
2517,CESSNA
2518,CESSNA
2519,GRUMMAN
2520,PIPER
2521,AIR TRACTOR
2522,MOONEY
2523,FAIRCHILD HILLER
2524,CESSNA
2525,CESSNA
2526,ROCKWELL
2527,BELL
2528,CESSNA
2529,PIPER
2530,CESSNA
2531,CESSNA
2532,PIPER
2533,BELLANCA
2534,BELLANCA
2535,PIPER
2536,GRUMMAN
2537,CESSNA
2538,BELL
2539,AIR TRACTOR
2540,CESSNA
2541,BENTLY
2542,CESSNA
2543,HUGHES
2544,SCHWEIZER
2545,PIPER
2546,CESSNA
2547,BLANIK
2548,CESSNA
2549,CESSNA
2550,PIPER
2551,CESSNA
2552,CESSNA
2553,GRUMMAN
2554,CESSNA
2555,HUGHES
2556,CESSNA
2557,AERONCA
2558,WAYNE ISON
2559,CESSNA
2560,PIPER
2561,CESSNA
2562,CESSNA
2563,PIPER
2564,CESSNA
2565,PIPER
2566,CESSNA
2567,CESSNA
2568,CESSNA
2569,SCHWEIZER
2570,CESSNA
2571,BEECH
2572,CESSNA
2573,CESSNA
2574,AIR TRACTOR
2575,GRUMMAN
2576,CESSNA
2577,PIPER
2578,PIPER
2579,PIPER
2580,LINDGREN EVANS
2581,BEECH
2582,BELL
2583,CESSNA
2584,BELL
2585,BEECH
2586,BEECH
2587,CESSNA
2588,PIPER
2589,AMERICAN AVIATION
2590,CESSNA
2591,CESSNA
2592,CESSNA
2593,PIPER
2594,DE HAVILLAND
2595,BOEING
2596,AYRES
2597,BEECH
2598,SWEARINGEN
2599,CESSNA
2600,CESSNA
2601,CESSNA
2602,FALKENTHAL
2603,CESSNA
2604,CESSNA
2605,CESSNA
2606,CHAMPION
2607,PIPER
2608,PIPER
2609,HUGHES
2610,AMERICAN
2611,PIPER
2612,CHAMPION
2613,BELL
2614,BOEING
2615,CESSNA
2616,CESSNA
2617,VILLINE'S
2618,BEECH
2619,PIPER
2620,PIPER
2621,PIPER
2622,CESSNA
2623,HILLER
2624,GRUMMAN
2625,CESSNA
2626,BELL
2627,BELL
2628,BELL
2629,CESSNA
2630,PIPER
2631,CONSOLIDATED AERO
2632,CESSNA
2633,BEECH
2634,BEECH
2635,ERCOUPE
2636,PIPER
2637,VARIEZE
2638,BARNES
2639,AMERICAN AVIATION
2640,PIPER
2641,CESSNA
2642,SCHWEIZER
2643,PIPER
2644,CESSNA
2645,DAVENPORT
2646,PIPER
2647,CESSNA
2648,CESSNA
2649,CESSNA
2650,MAULE
2651,PIPER
2652,I.C.A. BRASOV
2653,CESSNA
2654,SCHEMPP-HIRTH
2655,BENNET
2656,BELLANCA
2657,PIPER
2658,BEECH
2659,CESSNA
2660,BOEING
2661,SCORPION
2662,CESSNA
2663,CESSNA
2664,ROBINSON
2665,RUTAN
2666,SCHLEICHER
2667,I.C.A. BRASOV
2668,CESSNA
2669,CESSNA
2670,CESSNA
2671,BEECH
2672,CESSNA
2673,AERO COMMANDER
2674,PIPER
2675,CESSNA
2676,PIPER
2677,PIPER
2678,AERO COMMANDER
2679,CESSNA
2680,BELLANCA
2681,DE HAVILLAND
2682,HILLER
2683,ERCOUPE
2684,CESSNA
2685,CESSNA
2686,ERCOUPE
2687,CESSNA
2688,CESSNA
2689,CESSNA
2690,CESSNA
2691,CESSNA
2692,RAVEN
2693,STINSON
2694,BEECH
2695,PIPER
2696,PIPER
2697,BENSEN
2698,CESSNA
2699,PIPER
2700,BEECH
2701,CESSNA
2702,ROBINSON
2703,PIPER
2704,CESSNA
2705,AIR TRACTOR
2706,CESSNA
2707,CESSNA
2708,CESSNA
2709,STINSON
2710,PIPER
2711,CESSNA
2712,CESSNA
2713,CESSNA
2714,SCHWEIZER
2715,MOONEY
2716,PIPER
2717,CESSNA
2718,MOONEY
2719,CESSNA
2720,VARI-EZE
2721,MOONEY
2722,PIPER
2723,AERO COMMANDER
2724,CESSNA
2725,CESSNA
2726,BELL
2727,NORTH AMERICAN
2728,BEECH
2729,CASSUTT
2730,PIPER
2731,BEECH
2732,CHAMPION
2733,nan
2734,CESSNA
2735,PIPER
2736,PIPER
2737,CESSNA
2738,PIPER
2739,MITSUBISHI
2740,CESSNA
2741,BEECH
2742,CESSNA
2743,CESSNA
2744,CESSNA
2745,BREEZY
2746,PIPER
2747,CESSNA
2748,LONG-EZ
2749,HUGHES
2750,FAIRCHILD/SWEARINGEN
2751,CESSNA
2752,BELL
2753,CESSNA
2754,GRUMMAN
2755,CESSNA
2756,PIPER
2757,DE HAVILLAND
2758,PIPER
2759,CESSNA
2760,CESSNA
2761,BENSON
2762,PIPER
2763,CESSNA
2764,CESSNA
2765,CESSNA
2766,PIPER
2767,ROBINSON
2768,CESSNA
2769,CESSNA
2770,HILLER-SOLOY
2771,CESSNA
2772,AEROSPATIALE
2773,PIPER
2774,CESSNA
2775,BEECH
2776,PIPER
2777,GRUMMAN
2778,CESSNA
2779,PIPER
2780,CESSNA
2781,PIPER
2782,GRUMMAN
2783,CESSNA
2784,CESSNA
2785,ROBERTSON
2786,BEECH
2787,CESSNA
2788,CESSNA
2789,BEECH
2790,CESSNA
2791,PIPER
2792,BEECH
2793,CESSNA
2794,PIPER
2795,CESSNA
2796,BEECHCRAFT
2797,FLITECRAFT
2798,PIPER
2799,CESSNA
2800,CESSNA
2801,PIPER
2802,CESSNA
2803,TAYLORCRAFT
2804,CESSNA
2805,HUGHES
2806,CESSNA
2807,CESSNA
2808,PIPER
2809,NORTH AMERICAN
2810,FOSTER
2811,PIPER
2812,NORTH AMERICAN
2813,SCORPION TOO
2814,CESSNA
2815,HUGHES
2816,PIPER
2817,CESSNA
2818,CESSNA
2819,NAVY
2820,CESSNA
2821,THURSTON
2822,BEECH
2823,CESSNA
2824,LUSCOMBE
2825,GRUMMAN
2826,PIPER
2827,CESSNA
2828,PIPER
2829,CESSNA
2830,AERONCA
2831,CESSNA
2832,CESSNA
2833,PIPER
2834,MOONEY
2835,PIPER
2836,PIPER
2837,CESSNA
2838,BELL
2839,BEECH
2840,PIPER
2841,STINSON
2842,BELLANCA
2843,CESSNA
2844,MAULE
2845,GRUMMAN
2846,CESSNA
2847,PIPER
2848,HELIO
2849,PIPER
2850,CESSNA
2851,CESSNA
2852,CESSNA
2853,PIPER
2854,CESSNA
2855,CESSNA
2856,PIPER
2857,PIPER
2858,CESSNA
2859,GRUMMAN
2860,GLASFLUGEL
2861,CESSNA
2862,BELLANCA
2863,CESSNA
2864,BELLANCA
2865,BEECH
2866,PIPER
2867,CESSNA
2868,PITTS
2869,MOONEY
2870,CESSNA
2871,CESSNA
2872,TANKE
2873,GREAT LAKES
2874,MUSTANG
2875,CESSNA
2876,ROBINSON
2877,CESSNA
2878,CESSNA
2879,WAINSCOTT
2880,BELL
2881,CESSNA
2882,PIPER
2883,CESSNA
2884,CESSNA
2885,AERO COMMANDER
2886,PIPER
2887,PIPER
2888,CESSNA
2889,NORTH AMERICAN
2890,KEN BROCK
2891,CESSNA
2892,SAVILLE HUMMER
2893,QUICKIE
2894,CESSNA
2895,PIPER
2896,CESSNA
2897,MOONEY
2898,GRUMMAN
2899,GRUMMAN
2900,CESSNA
2901,BEECH
2902,PIPER
2903,CESSNA
2904,FAIRCHILD
2905,PIPER
2906,GRUMMAN AMERICAN
2907,BELL
2908,NAVION
2909,PIPER
2910,CESSNA
2911,PIPER
2912,BEECH
2913,BELLANCA
2914,BEECH
2915,CESSNA
2916,BELL
2917,CESSNA
2918,ROBINSON
2919,CESSNA
2920,PIPER
2921,PIPER
2922,PIPER
2923,PIPER
2924,PIPER
2925,CESSNA
2926,LAKE
2927,CESSNA
2928,PIPER
2929,BEECH
2930,PIPER
2931,BENSON
2932,PIPER
2933,PIPER
2934,BEECH
2935,CESSNA
2936,PIPER
2937,PIPER
2938,PIPER
2939,BALLOON WORKS
2940,PIPER
2941,BEECH
2942,PIPER
2943,SCORPION
2944,BELL
2945,ROCKWELL INTERNATIONAL
2946,CESSNA
2947,COUGAR
2948,BEECH
2949,BEECH
2950,BOEING
2951,EAGLE
2952,PIPER
2953,SCHWEIZER
2954,CESSNA
2955,CESSNA
2956,CESSNA
2957,CESSNA
2958,BEECH
2959,CESSNA
2960,BEECH
2961,CESSNA
2962,GENERAL BALLOON
2963,CESSNA
2964,"THUNDER BALLOONS, LTD."
2965,GRUMMAN
2966,CESSNA
2967,GRUMMAN
2968,WACO
2969,CESSNA
2970,BEECH
2971,PIPER
2972,GRUMMAN AMERICAN
2973,FAIRCHILD
2974,HUGHES
2975,BALLOON WORKS
2976,BEECH
2977,CESSNA
2978,PIPER
2979,BELL
2980,BENSON
2981,CESSNA
2982,PIPER
2983,PIPER
2984,CESSNA
2985,CESSNA
2986,GRUMMAN
2987,PIPER
2988,CESSNA
2989,ROBINSON
2990,CESSNA
2991,RAND
2992,CESSNA
2993,RAVEN
2994,PIPER
2995,HELIO
2996,LUSCOMBE
2997,PIPER
2998,CESSNA
2999,PIPER
3000,CESSNA
3001,GRUMMAN AMERICAN
3002,CESSNA
3003,BEECH
3004,CESSNA
3005,CESSNA
3006,BEECH
3007,CESSNA
3008,PIPER
3009,CESSNA
3010,CESSNA
3011,BEECH
3012,CESSNA
3013,BEECH
3014,CESSNA
3015,BOEING
3016,CESSNA
3017,BELLANCA
3018,AMERICAN AVIATION
3019,CESSNA
3020,GLOBE
3021,CESSNA
3022,BELL
3023,CESSNA
3024,BEECH
3025,CESSNA
3026,PIPER
3027,RAVEN INDUSTRIES
3028,BEECH
3029,BEECH
3030,BEECH
3031,WACO
3032,CESSNA
3033,SMITH MINIPLANE
3034,CESSNA
3035,HILLER
3036,LAKE
3037,MOONEY
3039,CESSNA
3040,PIPER
3041,PIPER
3042,BOEING VERTOL
3043,EAGLE
3044,LUSCOMBE
3045,CESSNA
3046,CESSNA
3047,PIPER
3048,LUSCOMBE
3049,TOMCAT
3050,CESSNA
3051,CESSNA
3052,CESSNA
3053,CESSNA
3054,SWEARINGEN
3055,PIPER
3056,PIPER
3057,BOWERS FLYBABY
3058,MOONEY
3059,CESSNA
3060,BEECH
3061,VOLKSPLANE
3062,PIPER
3063,CESSNA
3064,BEECH
3065,PIPER
3066,BEECH
3067,AERO COMMANDER
3068,SCHWEIZER
3069,PIPER
3070,SMITH
3071,PIPER
3072,CESSNA
3073,PIPER
3074,SWEARINGEN
3075,CESSNA
3076,DOUGLAS
3077,LOCKHEED
3078,CESSNA
3079,TAYLORCRAFT
3080,GRUMMAN AMERICAN
3081,BELL
3082,BELL
3083,BEECH
3084,CESSNA
3085,CESSNA
3086,CESSNA
3087,PIPER
3088,HUGHES
3089,CESSNA
3090,CESSNA
3091,BEECH
3092,PIPER
3093,BEECH
3094,PIPER
3095,CESSNA
3096,ROBINSON
3097,E.L. CRAIG
3098,PIPER
3099,PIPER
3100,CESSNA
3101,HUGHES
3102,EIPPER-FORMANCE
3103,PIPER
3104,CESSNA
3105,CESSNA
3106,C. EFF
3107,BRANTLY
3108,nan
3109,BEECH
3110,NORTH AMERICAN
3111,AMERICAN
3112,CESSNA
3113,PIPER
3114,CESSNA
3115,CESSNA
3116,MAULE
3117,PIPER
3118,CESSNA
3119,CESSNA
3120,CESSNA
3121,PIPER
